,Rank_x,Name,Successful tackles,Season,Rank_y,Tackle points,Rank,Position,Matches played,Avg tackle points,Team
1238,33.0,Kuldeep Singh,11.0,SEASON 3,62.0,3.0,31.0,All Rounder,10.0,1.4,Jaipur Pink Panthers
1239,59.0,Kuldeep Singh,3.0,SEASON 3,29.0,14.0,31.0,All Rounder,10.0,1.4,Jaipur Pink Panthers
1240,59.0,Kuldeep Singh,3.0,SEASON 3,62.0,3.0,31.0,All Rounder,10.0,1.4,Jaipur Pink Panthers
1241,36.0,Rahul Chaudhari,10.0,SEASON 3,33.0,12.0,43.0,Raider,13.0,0.92,Telugu Titans
1242,37.0,Jang Kun Lee,9.0,SEASON 3,35.0,11.0,52.0,Raider,15.0,0.73,Bengal Warriors
1243,37.0,Preetam Chhillar,9.0,SEASON 3,38.0,9.0,48.0,All Rounder,11.0,0.82,Bengaluru Bulls
1244,39.0,Mahipal Narwal,8.0,SEASON 3,42.0,8.0,15.0,All Rounder,4.0,2.0,Patna Pirates
1245,39.0,Ravi Kumar,8.0,SEASON 3,38.0,9.0,50.0,"Defender, Right Cover",12.0,0.75,Puneri Paltan
1246,39.0,Gangadhari Mallesh,8.0,SEASON 3,38.0,9.0,44.0,Raider,10.0,0.9,Jaipur Pink Panthers
1247,39.0,Rishank Devadiga,8.0,SEASON 3,38.0,9.0,59.0,Raider,16.0,0.56,U Mumba
1248,43.0,Deepak Niwas Hooda,7.0,SEASON 3,44.0,7.0,57.0,All Rounder,12.0,0.58,Puneri Paltan
1249,43.0,Rohit Kumar,7.0,SEASON 3,44.0,7.0,57.0,Raider,12.0,0.58,Patna Pirates
1250,45.0,Pawan Kumar Sehrawat,6.0,SEASON 3,42.0,8.0,56.0,Raider,13.0,0.62,Bengaluru Bulls
1251,45.0,Rajaguru Subramanian,6.0,SEASON 3,47.0,6.0,46.0,"Defender, Right Cover",7.0,0.86,Dabang Delhi Kc
1252,47.0,Nitin More,5.0,SEASON 3,51.0,5.0,60.0,"Defender, Left Cover",10.0,0.5,Bengal Warriors
1253,47.0,Amit Singh Chhillar,5.0,SEASON 3,51.0,5.0,38.0,"Defender, Left Corner",5.0,1.0,Dabang Delhi Kc
1254,47.0,Pardeep Narwal,5.0,SEASON 3,51.0,5.0,68.0,Raider,16.0,0.31,Patna Pirates
1255,47.0,Samarjeet Singh,5.0,SEASON 3,47.0,6.0,36.0,All Rounder,5.0,1.2,Jaipur Pink Panthers
1256,47.0,Mahendra Ganesh Rajput,5.0,SEASON 3,44.0,7.0,45.0,Raider,8.0,0.88,Bengal Warriors
1257,47.0,Sachin Shingade,5.0,SEASON 3,47.0,6.0,6.0,"Defender, Left Cover",2.0,3.0,Puneri Paltan
1258,47.0,Jagdeesha K.K.,5.0,SEASON 3,51.0,5.0,53.0,"Defender, Right Corner",7.0,0.71,Jaipur Pink Panthers
1259,47.0,Manpreet Singh,5.0,SEASON 3,51.0,5.0,65.0,Raider,13.0,0.38,Patna Pirates
1260,55.0,Umesh Mhatre,4.0,SEASON 3,51.0,5.0,47.0,Raider,6.0,0.83,Bengal Warriors
1261,55.0,Amit Om Prakash Rathi,4.0,SEASON 3,47.0,6.0,50.0,Raider,8.0,0.75,Bengaluru Bulls
1262,55.0,Ajay Thakur,4.0,SEASON 3,58.0,4.0,69.0,Raider,14.0,0.29,Puneri Paltan
1263,55.0,Shyam Kumar Sah,4.0,SEASON 3,51.0,5.0,53.0,"Defender, Left Cover",7.0,0.71,Bengal Warriors
1264,59.0,Prashant Chavan,3.0,SEASON 3,62.0,3.0,60.0,"Defender, Right Corner",6.0,0.5,Puneri Paltan
1265,59.0,Anup Kumar,3.0,SEASON 3,62.0,3.0,75.0,Raider,13.0,0.23,U Mumba
1266,59.0,Navneet Gautam,3.0,SEASON 3,62.0,3.0,63.0,"Defender, Left Corner",7.0,0.43,Jaipur Pink Panthers
1267,59.0,Kashiling Adake,3.0,SEASON 3,62.0,3.0,70.0,Raider,11.0,0.27,Dabang Delhi Kc
1268,59.0,Deepak Kumar,3.0,SEASON 3,58.0,4.0,32.0,"Defender, Left Corner",3.0,1.33,Bengal Warriors
1269,59.0,Surjeet Narwal,3.0,SEASON 3,62.0,3.0,71.0,Raider,12.0,0.25,Bengaluru Bulls
1270,59.0,Rakesh Singh Kumar,3.0,SEASON 3,62.0,3.0,65.0,"Defender, Left Cover",8.0,0.38,Dabang Delhi Kc
1271,59.0,Sandeep,3.0,SEASON 3,62.0,3.0,38.0,"Defender, Left Corner",3.0,1.0,Patna Pirates
1272,59.0,Nitin Tomar,3.0,SEASON 3,58.0,4.0,64.0,Raider,10.0,0.4,Bengal Warriors
1273,69.0,Darshan Kadian,2.0,SEASON 3,71.0,2.0,38.0,Raider,2.0,1.0,Patna Pirates
1274,69.0,Sushil Vijay Bhosle,2.0,SEASON 3,71.0,2.0,38.0,"Defender, Left Cover",2.0,1.0,Dabang Delhi Kc
1275,69.0,Anil Shriram Nimbolkar,2.0,SEASON 3,58.0,4.0,55.0,Raider,6.0,0.67,Dabang Delhi Kc
1276,69.0,Rohit Baliyan,2.0,SEASON 3,71.0,2.0,77.0,Raider,11.0,0.18,Telugu Titans
1277,69.0,Vijin Thangadurai,2.0,SEASON 3,71.0,2.0,60.0,"Defender, Right Cover",4.0,0.5,Bengal Warriors
1278,69.0,Yogesh Hooda,2.0,SEASON 3,71.0,2.0,67.0,Raider,6.0,0.33,Puneri Paltan
1279,69.0,Seong Ryeol Kim,2.0,SEASON 3,71.0,2.0,71.0,Defender,8.0,0.25,Dabang Delhi Kc
1280,69.0,Gurvinder Singh,2.0,SEASON 3,71.0,2.0,,,,,
1281,69.0,Parmod Narwal,2.0,SEASON 3,71.0,2.0,,,,,
1282,69.0,Sukesh Hegde,2.0,SEASON 3,62.0,3.0,75.0,Raider,13.0,0.23,Telugu Titans
1283,79.0,D. Gopu,1.0,SEASON 3,81.0,1.0,,,,,
1284,79.0,Rajesh Mondal,1.0,SEASON 3,81.0,1.0,,,,,
1285,79.0,Raju Lal Choudhary,1.0,SEASON 3,81.0,1.0,,,,,
1286,79.0,Bhupender Singh,1.0,SEASON 3,81.0,1.0,80.0,All Rounder,11.0,0.09,U Mumba
1287,79.0,Mahesh Goud,1.0,SEASON 3,81.0,1.0,81.0,Raider,13.0,0.08,Bengal Warriors
1288,79.0,Surender Singh,1.0,SEASON 3,81.0,1.0,81.0,Raider,12.0,0.08,Puneri Paltan
1289,79.0,T. Prasad,1.0,SEASON 3,81.0,1.0,,,,,
1290,79.0,G.S. Manikandan,1.0,SEASON 3,81.0,1.0,78.0,"Defender, Left Cover",7.0,0.14,Dabang Delhi Kc
1291,79.0,Mohammad Maghshoudulu,1.0,SEASON 3,81.0,1.0,,,,,
1292,79.0,Rohit Kumar Prajapat,1.0,SEASON 3,81.0,1.0,,,,,
1293,79.0,Deepak Narwal,1.0,SEASON 3,71.0,2.0,,,,,
1294,79.0,Deepak Dhull,1.0,SEASON 3,81.0,1.0,,,,,
1295,79.0,Selvamani K,1.0,SEASON 3,81.0,1.0,79.0,Raider,8.0,0.13,Dabang Delhi Kc
1296,79.0,Vineet Sharma,1.0,SEASON 3,81.0,1.0,,,,,
1297,79.0,Gnanasekaran M,1.0,SEASON 3,71.0,2.0,71.0,"Defender, Right Corner",8.0,0.25,Dabang Delhi Kc
1298,79.0,Ravinandan G.M.,1.0,SEASON 3,81.0,1.0,,,,,
1299,79.0,Navjot Singh,1.0,SEASON 3,81.0,1.0,,,,,
1300,79.0,Sanju,1.0,SEASON 3,81.0,1.0,71.0,Raider,4.0,0.25,Telugu Titans
1301,79.0,Virender Wazir Singh,1.0,SEASON 3,81.0,1.0,,,,,
1302,79.0,Nirbhay Narwal,1.0,SEASON 3,81.0,1.0,,,,,
1303,79.0,Hardeep Duhan,1.0,SEASON 3,81.0,1.0,,,,,
1304,1.0,Sandeep Kandola,55.0,SEASON 2,2.0,59.0,2.0,"Defender, Left Corner",16.0,3.69,Telugu Titans
1305,2.0,Ravinder Pahal,53.0,SEASON 2,1.0,60.0,1.0,"Defender, Right Corner",14.0,4.29,Dabang Delhi Kc
1306,3.0,Dharmaraj Cheralathan,41.0,SEASON 2,3.0,42.0,8.0,"Defender, Right And Left Corner",15.0,2.8,Bengaluru Bulls
1307,4.0,Manjeet Chhillar,39.0,SEASON 2,6.0,40.0,9.0,All Rounder,16.0,2.5,Bengaluru Bulls
1308,4.0,Mohit Chhillar,39.0,SEASON 2,3.0,42.0,3.0,"Defender, Right Corner",14.0,3.0,U Mumba
1309,4.0,Surender Nada,39.0,SEASON 2,5.0,41.0,5.0,"Defender, Left Corner",14.0,2.93,U Mumba
1310,7.0,Sandeep Narwal,34.0,SEASON 2,8.0,37.0,14.0,All Rounder,16.0,2.31,Patna Pirates
1311,8.0,Ravi Kumar,33.0,SEASON 2,8.0,37.0,7.0,"Defender, Right Cover",13.0,2.85,Puneri Paltan
1312,9.0,Somvir Shekhar,32.0,SEASON 2,11.0,34.0,11.0,"Defender, Right Cover",14.0,2.43,Bengaluru Bulls
1313,9.0,Deepak Niwas Hooda,32.0,SEASON 2,10.0,36.0,13.0,All Rounder,15.0,2.4,Telugu Titans
1314,11.0,Jeeva Kumar,31.0,SEASON 2,7.0,38.0,6.0,"Defender, Right And Left Cover",13.0,2.92,U Mumba
1315,12.0,Kuldeep Singh,30.0,SEASON 2,11.0,34.0,11.0,All Rounder,14.0,2.43,Jaipur Pink Panthers
1316,12.0,Joginder Singh Narwal,30.0,SEASON 2,14.0,30.0,18.0,"Defender, Left Corner",14.0,2.14,Bengaluru Bulls
1317,14.0,Ran Singh,27.0,SEASON 2,13.0,31.0,16.0,All Rounder,14.0,2.21,Jaipur Pink Panthers
1318,15.0,Girish Maruti Ernak,26.0,SEASON 2,16.0,27.0,19.0,"Defender, Left Corner",13.0,2.08,Patna Pirates
1319,15.0,D. Suresh Kumar,26.0,SEASON 2,14.0,30.0,22.0,"Defender, Right Cover",16.0,1.88,Patna Pirates
1320,15.0,Vishal Mane,26.0,SEASON 2,18.0,26.0,23.0,"Defender, Right Cover",14.0,1.86,U Mumba
1321,18.0,Nilesh Shinde,21.0,SEASON 2,16.0,27.0,15.0,"Defender, Right Corner",12.0,2.25,Bengal Warriors
1322,19.0,Sachin Khambe,20.0,SEASON 2,19.0,24.0,3.0,"Defender, Left Corner",8.0,3.0,Bengal Warriors
1323,19.0,Amit Hooda,20.0,SEASON 2,21.0,21.0,28.0,"Defender, Right Corner",12.0,1.75,Patna Pirates
1324,21.0,Sunil,19.0,SEASON 2,20.0,22.0,10.0,"Defender, Left Corner",9.0,2.44,Patna Pirates
1325,22.0,Rakesh Singh Kumar,17.0,SEASON 2,22.0,19.0,33.0,"Defender, Left Cover",13.0,1.46,Dabang Delhi Kc
1326,23.0,Rohit Rana,16.0,SEASON 2,26.0,16.0,31.0,"Defender, Left Cover",10.0,1.6,Jaipur Pink Panthers
1327,23.0,Rajesh Narwal,16.0,SEASON 2,23.0,18.0,39.0,All Rounder,14.0,1.29,Jaipur Pink Panthers
1328,25.0,Rajaguru Subramanian,15.0,SEASON 2,24.0,17.0,35.0,"Defender, Right Cover",12.0,1.42,Telugu Titans
1329,26.0,Rishank Devadiga,14.0,SEASON 2,27.0,14.0,44.0,Raider,13.0,1.08,U Mumba
1330,27.0,Shyam Kumar Sah,13.0,SEASON 2,28.0,13.0,23.0,"Defender, Left Cover",7.0,1.86,Bengal Warriors
1331,27.0,Bajirao Hodage,13.0,SEASON 2,28.0,13.0,23.0,"Defender, Right Cover",7.0,1.86,Bengal Warriors
1332,27.0,Manoj Kumar,13.0,SEASON 2,24.0,17.0,42.0,"Defender, Left Cover",14.0,1.21,Puneri Paltan
1333,27.0,Manoj Dhull,13.0,SEASON 2,28.0,13.0,23.0,"Defender, Right Corner",7.0,1.86,Puneri Paltan
1334,31.0,Vijin Thangadurai,11.0,SEASON 2,28.0,13.0,23.0,"Defender, Right Cover",7.0,1.86,Bengal Warriors
1335,31.0,Amit Singh Chhillar,11.0,SEASON 2,32.0,12.0,20.0,"Defender, Left Corner",6.0,2.0,Dabang Delhi Kc
1336,33.0,Dadaso Balaso Awad,10.0,SEASON 2,32.0,12.0,30.0,All Rounder,7.0,1.71,Dabang Delhi Kc
1337,33.0,C. Arun,10.0,SEASON 2,34.0,11.0,36.0,"Defender, Left Cover",8.0,1.38,Jaipur Pink Panthers
1338,33.0,Deepak Dhull,10.0,SEASON 2,34.0,11.0,36.0,"Defender, Left Cover",8.0,1.38,Bengal Warriors
1339,36.0,G.S. Manikandan,9.0,SEASON 2,38.0,10.0,55.0,"Defender, Left Cover",13.0,0.77,Dabang Delhi Kc
1340,36.0,Vijender Singh,9.0,SEASON 2,38.0,10.0,34.0,"Defender, Left Corner",7.0,1.43,Puneri Paltan
1341,36.0,Fazel Atrachali,9.0,SEASON 2,34.0,11.0,17.0,"Defender, Left Corner",5.0,2.2,U Mumba
1342,36.0,Meraj Sheykh,9.0,SEASON 2,41.0,9.0,67.0,All Rounder,15.0,0.6,Telugu Titans
1343,36.0,Rahul Chaudhari,9.0,SEASON 2,41.0,9.0,64.0,Raider,14.0,0.64,Telugu Titans
1344,36.0,Prashant Chavan,9.0,SEASON 2,34.0,11.0,45.0,"Defender, Right Corner",11.0,1.0,Jaipur Pink Panthers
1345,36.0,D. Gopu,9.0,SEASON 2,41.0,9.0,39.0,"Defender, Right And Left Corner",7.0,1.29,Telugu Titans
1346,43.0,Shrikant Tewthia,8.0,SEASON 2,41.0,9.0,45.0,All Rounder,9.0,1.0,Dabang Delhi Kc
1347,43.0,Preetam Chhillar,8.0,SEASON 2,46.0,8.0,59.0,All Rounder,12.0,0.67,Bengaluru Bulls
1348,43.0,Jasvir Singh,8.0,SEASON 2,38.0,10.0,55.0,Raider,13.0,0.77,Jaipur Pink Panthers
1349,43.0,Bhupender Singh,8.0,SEASON 2,46.0,8.0,58.0,All Rounder,11.0,0.73,U Mumba
1350,47.0,Harvinder Singh,7.0,SEASON 2,46.0,8.0,20.0,"Defender, Right Cover",4.0,2.0,Puneri Paltan
1351,48.0,Hadi Oshtorak,6.0,SEASON 2,50.0,7.0,28.0,All Rounder,4.0,1.75,Telugu Titans
1352,48.0,Anup Kumar,6.0,SEASON 2,50.0,7.0,72.0,Raider,14.0,0.5,U Mumba
1353,48.0,Gangadhari Mallesh,6.0,SEASON 2,46.0,8.0,54.0,Raider,10.0,0.8,Jaipur Pink Panthers
1354,48.0,Mahipal Narwal,6.0,SEASON 2,52.0,6.0,59.0,All Rounder,9.0,0.67,Puneri Paltan
1355,48.0,Vikas Kale,6.0,SEASON 2,41.0,9.0,43.0,"Defender, Right Cover",8.0,1.13,Bengal Warriors
1356,53.0,Parveen M. Jangra,5.0,SEASON 2,55.0,5.0,52.0,"Defender, Left Cover",6.0,0.83,Bengal Warriors
1357,53.0,Kalimuthu Balamahendran,5.0,SEASON 2,55.0,5.0,52.0,"Defender, Left Corner",6.0,0.83,Puneri Paltan
1358,53.0,Gurvinder Singh,5.0,SEASON 2,55.0,5.0,79.0,Raider,16.0,0.31,Patna Pirates
1359,53.0,Tae Deok Eom,5.0,SEASON 2,55.0,5.0,65.0,All Rounder,8.0,0.63,Patna Pirates
1360,53.0,Varinder Singh,5.0,SEASON 2,55.0,5.0,65.0,"Defender, Left Cover",8.0,0.63,Patna Pirates
1361,58.0,Deepak Narwal,4.0,SEASON 2,61.0,4.0,82.0,Raider,16.0,0.25,Patna Pirates
1362,58.0,Rajeev Kumar,4.0,SEASON 2,61.0,4.0,38.0,"Defender, Left Corner",3.0,1.33,Dabang Delhi Kc
1363,58.0,Deepak Kumar,4.0,SEASON 2,55.0,5.0,41.0,"Defender, Left Corner",4.0,1.25,Bengal Warriors
1364,58.0,Isac Antony,4.0,SEASON 2,61.0,4.0,71.0,Raider,7.0,0.57,Telugu Titans
1365,58.0,T. Prasad,4.0,SEASON 2,61.0,4.0,59.0,All Rounder,6.0,0.67,Telugu Titans
1366,58.0,Sagar Khatale,4.0,SEASON 2,61.0,4.0,45.0,"Defender, Right Corner",4.0,1.0,Puneri Paltan
1367,58.0,Rupesh Tomar,4.0,SEASON 2,52.0,6.0,45.0,All Rounder,6.0,1.0,Telugu Titans
1368,58.0,Sunil Jaipal,4.0,SEASON 2,52.0,6.0,67.0,Raider,10.0,0.6,Bengal Warriors
1369,66.0,Prashanth Kumar Rai,3.0,SEASON 2,61.0,4.0,80.0,Raider,15.0,0.27,Telugu Titans
1370,66.0,Seong Ryeol Kim,3.0,SEASON 2,61.0,4.0,45.0,Defender,4.0,1.0,Bengal Warriors
1371,66.0,Kashiling Adake,3.0,SEASON 2,68.0,3.0,85.0,Raider,14.0,0.21,Dabang Delhi Kc
1372,66.0,Jitesh Joshi,3.0,SEASON 2,68.0,3.0,67.0,All Rounder,5.0,0.6,Puneri Paltan
1373,66.0,Rakesh Kumar,3.0,SEASON 2,68.0,3.0,57.0,All Rounder,4.0,0.75,Patna Pirates
1374,66.0,Ravi Dalal,3.0,SEASON 2,68.0,3.0,80.0,Raider,11.0,0.27,Patna Pirates
1375,66.0,Surender Singh,3.0,SEASON 2,68.0,3.0,32.0,Raider,2.0,1.5,Puneri Paltan
1376,66.0,Rohit Kumar Choudary,3.0,SEASON 2,68.0,3.0,85.0,Raider,14.0,0.21,Dabang Delhi Kc
1377,74.0,K. Prapanjan,2.0,SEASON 2,75.0,2.0,,,,,
1378,74.0,Anoop E.V.,2.0,SEASON 2,75.0,2.0,45.0,Raider,2.0,1.0,U Mumba
1379,74.0,Ashish Kumar,2.0,SEASON 2,68.0,3.0,67.0,"Defender, Right Cover",5.0,0.6,Bengaluru Bulls
1380,74.0,Aman Kumar,2.0,SEASON 2,75.0,2.0,72.0,"Defender, Left Cover",4.0,0.5,Patna Pirates
1381,74.0,Amit Kumar Tomar,2.0,SEASON 2,75.0,2.0,84.0,Raider,9.0,0.22,Dabang Delhi Kc
1382,74.0,Vineet Sharma,2.0,SEASON 2,75.0,2.0,82.0,Raider,8.0,0.25,Bengal Warriors
1383,74.0,Nitin More,2.0,SEASON 2,75.0,2.0,59.0,"Defender, Left Cover",3.0,0.67,Puneri Paltan
1384,74.0,Jang Kun Lee,2.0,SEASON 2,75.0,2.0,89.0,Raider,14.0,0.14,Bengal Warriors
1385,74.0,Jasmer Singh Gulia,2.0,SEASON 2,75.0,2.0,59.0,All Rounder,3.0,0.67,Dabang Delhi Kc
1386,74.0,Wazir Singh,2.0,SEASON 2,75.0,2.0,87.0,Raider,11.0,0.18,Puneri Paltan
1387,74.0,Sukesh Hegde,2.0,SEASON 2,75.0,2.0,88.0,Raider,13.0,0.15,Telugu Titans
1388,74.0,Sachin Shingade,2.0,SEASON 2,75.0,2.0,72.0,"Defender, Left Cover",4.0,0.5,Telugu Titans
1389,86.0,Samarjeet Singh,1.0,SEASON 2,75.0,2.0,,,,,
1390,86.0,Mahendra Ganesh Rajput,1.0,SEASON 2,89.0,1.0,94.0,Raider,12.0,0.08,Bengal Warriors
1391,86.0,Pradeep Kumar,1.0,SEASON 2,75.0,2.0,76.0,Raider,6.0,0.33,U Mumba
1392,86.0,Suresu Kumar,1.0,SEASON 2,89.0,1.0,,,,,
1393,86.0,Kedar Lal,1.0,SEASON 2,89.0,1.0,,,,,
1394,86.0,Shabeer Bappu,1.0,SEASON 2,89.0,1.0,93.0,Raider,10.0,0.1,U Mumba
1395,86.0,Jeeva Gopal,1.0,SEASON 2,89.0,1.0,72.0,"Defender, Left Cover",2.0,0.5,U Mumba
1396,86.0,Gurpreet Singh,1.0,SEASON 2,89.0,1.0,,,,,
1397,86.0,Ajay Thakur,1.0,SEASON 2,89.0,1.0,94.0,Raider,13.0,0.08,Bengaluru Bulls
1398,86.0,Chandran Ranjit,1.0,SEASON 2,89.0,1.0,,,,,
1399,86.0,Pravin Niwale,1.0,SEASON 2,89.0,1.0,92.0,Raider,8.0,0.13,Puneri Paltan
1400,86.0,Rajesh Mondal,1.0,SEASON 2,89.0,1.0,96.0,Raider,15.0,0.07,Bengaluru Bulls
1401,86.0,Navneet Gautam,1.0,SEASON 2,89.0,1.0,89.0,"Defender, Left Corner",7.0,0.14,Jaipur Pink Panthers
1402,86.0,Jishnu,1.0,SEASON 2,89.0,1.0,76.0,"Defender, Right Cover",3.0,0.33,Telugu Titans
1403,86.0,Amit Kumar,1.0,SEASON 2,89.0,1.0,,,,,
1404,86.0,Ravit Kumar,1.0,SEASON 2,89.0,1.0,76.0,Raider,3.0,0.33,Telugu Titans
1405,86.0,Sanjay Kumar,1.0,SEASON 2,89.0,1.0,89.0,All Rounder,7.0,0.14,Puneri Paltan
1406,86.0,Yogesh Hooda,1.0,SEASON 2,89.0,1.0,,,,,
1407,86.0,Sandeep Malik,1.0,SEASON 2,75.0,2.0,,,,,
1408,86.0,Ashish Chhokar,1.0,SEASON 2,89.0,1.0,,,,,
1409,86.0,Adinath Sakharam Gavali,1.0,SEASON 2,89.0,1.0,45.0,"Defender, Right And Left Cover",1.0,1.0,Bengaluru Bulls
1410,86.0,Hyunil Park,1.0,SEASON 2,89.0,1.0,,,,,
1411,1.0,Manjeet Chhillar,51.0,SEASON 1,1.0,51.0,3.0,All Rounder,16.0,3.19,Bengaluru Bulls
1412,2.0,Surender Nada,47.0,SEASON 1,1.0,51.0,1.0,"Defender, Left Corner",15.0,3.4,U Mumba
1413,3.0,Rohit Rana,37.0,SEASON 1,4.0,38.0,5.0,"Defender, Left Cover",15.0,2.53,Jaipur Pink Panthers
1414,4.0,Jasmer Singh Gulia,36.0,SEASON 1,4.0,38.0,4.0,All Rounder,14.0,2.71,Dabang Delhi Kc
1415,5.0,Dharmaraj Cheralathan,34.0,SEASON 1,3.0,39.0,8.0,"Defender, Right And Left Corner",16.0,2.44,Bengaluru Bulls
1416,6.0,Mohit Chhillar,30.0,SEASON 1,6.0,35.0,10.0,"Defender, Right Corner",16.0,2.19,U Mumba
1417,7.0,Ravinder Pahal,29.0,SEASON 1,8.0,29.0,2.0,"Defender, Right Corner",9.0,3.22,Dabang Delhi Kc
1418,8.0,Prashant Chavan,28.0,SEASON 1,7.0,32.0,11.0,"Defender, Right Corner",15.0,2.13,Jaipur Pink Panthers
1419,9.0,Amit Singh Chhillar,26.0,SEASON 1,8.0,29.0,12.0,"Defender, Left Corner",14.0,2.07,Dabang Delhi Kc
1420,10.0,Nilesh Shinde,25.0,SEASON 1,10.0,28.0,13.0,"Defender, Right Corner",14.0,2.0,Bengal Warriors
1421,10.0,Rajesh Narwal,25.0,SEASON 1,14.0,26.0,23.0,All Rounder,16.0,1.63,Jaipur Pink Panthers
1422,12.0,Gurpreet Singh,24.0,SEASON 1,15.0,25.0,25.0,"Defender, Right Corner",16.0,1.56,Bengaluru Bulls
1423,12.0,Wasim Sajjad,24.0,SEASON 1,12.0,27.0,17.0,"Defender, Right Corner",15.0,1.8,Patna Pirates
1424,12.0,D. Suresh Kumar,24.0,SEASON 1,10.0,28.0,9.0,"Defender, Right Cover",12.0,2.33,Patna Pirates
1425,15.0,Ran Singh,23.0,SEASON 1,15.0,25.0,6.0,All Rounder,10.0,2.5,Jaipur Pink Panthers
1426,16.0,Girish Maruti Ernak,22.0,SEASON 1,17.0,23.0,15.0,"Defender, Left Corner",12.0,1.92,Patna Pirates
1427,17.0,Sandeep Narwal,21.0,SEASON 1,12.0,27.0,19.0,All Rounder,16.0,1.69,Patna Pirates
1428,18.0,Parmod Narwal,20.0,SEASON 1,17.0,23.0,27.0,All Rounder,16.0,1.44,Bengaluru Bulls
1429,18.0,D. Gopu,20.0,SEASON 1,17.0,23.0,26.0,"Defender, Right And Left Corner",15.0,1.53,Telugu Titans
1430,18.0,Sachin Khambe,20.0,SEASON 1,20.0,22.0,24.0,"Defender, Left Corner",14.0,1.57,Bengal Warriors
1431,21.0,Vishal Mane,19.0,SEASON 1,21.0,20.0,35.0,"Defender, Right Cover",16.0,1.25,U Mumba
1432,21.0,Sachin Shingade,19.0,SEASON 1,21.0,20.0,13.0,"Defender, Left Cover",10.0,2.0,Telugu Titans
1433,21.0,Vijendar Singh,19.0,SEASON 1,21.0,20.0,6.0,NaN,8.0,2.5,Telugu Titans
1434,24.0,Rajaguru Subramanian,18.0,SEASON 1,26.0,19.0,32.0,"Defender, Right Cover",14.0,1.36,Telugu Titans
1435,25.0,Shyam Kumar Sah,17.0,SEASON 1,27.0,18.0,31.0,"Defender, Left Cover",13.0,1.38,Bengal Warriors
1436,25.0,Manoj Kumar,17.0,SEASON 1,21.0,20.0,28.0,"Defender, Left Cover",14.0,1.43,Puneri Paltan
1437,27.0,Navneet Gautam,16.0,SEASON 1,28.0,17.0,37.0,"Defender, Left Corner",14.0,1.21,Jaipur Pink Panthers
1438,27.0,Jeeva Kumar,16.0,SEASON 1,30.0,16.0,18.0,"Defender, Right And Left Cover",9.0,1.78,U Mumba
1439,29.0,Kalimuthu Balamahendran,14.0,SEASON 1,21.0,20.0,28.0,"Defender, Left Corner",14.0,1.43,Puneri Paltan
1440,29.0,Ram Kumar Sah,14.0,SEASON 1,31.0,15.0,20.0,"Defender, Left Cover",9.0,1.67,Patna Pirates
1441,31.0,Rishank Devadiga,13.0,SEASON 1,33.0,13.0,44.0,Raider,16.0,0.81,U Mumba
1442,31.0,Sunil Jaipal,13.0,SEASON 1,28.0,17.0,34.0,Raider,13.0,1.31,Bengal Warriors
1443,33.0,Nitin More,12.0,SEASON 1,35.0,12.0,33.0,"Defender, Left Cover",9.0,1.33,Puneri Paltan
1444,33.0,Anup Kumar,12.0,SEASON 1,32.0,14.0,43.0,Raider,16.0,0.88,U Mumba
1445,35.0,Jitesh Joshi,11.0,SEASON 1,33.0,13.0,40.0,All Rounder,14.0,0.93,Puneri Paltan
1446,35.0,Rakesh Kumar,11.0,SEASON 1,36.0,11.0,41.0,All Rounder,12.0,0.92,Patna Pirates
1447,37.0,Samarjeet Singh,10.0,SEASON 1,36.0,11.0,41.0,All Rounder,12.0,0.92,Jaipur Pink Panthers
1448,37.0,Sagar Khatale,10.0,SEASON 1,39.0,10.0,35.0,"Defender, Right Corner",8.0,1.25,Puneri Paltan
1449,39.0,Bajirao Hodage,9.0,SEASON 1,36.0,11.0,16.0,"Defender, Right Cover",6.0,1.83,Bengal Warriors
1450,39.0,Rahul Chaudhari,9.0,SEASON 1,39.0,10.0,47.0,Raider,14.0,0.71,Telugu Titans
1451,41.0,Shrikant Tewthia,8.0,SEASON 1,41.0,9.0,49.0,All Rounder,14.0,0.64,Dabang Delhi Kc
1452,41.0,Kashiling Adake,8.0,SEASON 1,41.0,9.0,49.0,Raider,14.0,0.64,Dabang Delhi Kc
1453,41.0,Mahesh Goud,8.0,SEASON 1,43.0,8.0,53.0,Raider,13.0,0.62,Bengal Warriors
1454,41.0,Swapnil Dilip Shinde,8.0,SEASON 1,43.0,8.0,38.0,"Defender, Right Cover",8.0,1.0,Puneri Paltan
1455,45.0,Preetam Chhillar,7.0,SEASON 1,45.0,7.0,49.0,All Rounder,11.0,0.64,Bengaluru Bulls
1456,45.0,Mahipal Narwal,7.0,SEASON 1,45.0,7.0,30.0,All Rounder,5.0,1.4,Puneri Paltan
1457,47.0,Jasvir Singh,6.0,SEASON 1,45.0,7.0,61.0,Raider,15.0,0.47,Jaipur Pink Panthers
1458,47.0,Jeeva Gopal,6.0,SEASON 1,51.0,6.0,56.0,"Defender, Left Cover",11.0,0.55,U Mumba
1459,47.0,Maninder Singh,6.0,SEASON 1,45.0,7.0,62.0,Raider,16.0,0.44,Jaipur Pink Panthers
1460,50.0,Wazir Singh,5.0,SEASON 1,45.0,7.0,54.0,Raider,12.0,0.58,Puneri Paltan
