,Rank_x,Name,Successful tackles,Season,Rank_y,Tackle points,Rank,Position,Matches played,Avg tackle points,Team
210,112.0,Mohammad Esmaeil Nabibakhsh,23.0,ALL SEASONS,112.0,25.0,89.0,All Rounder,20.0,1.25,Bengal Warriors
211,112.0,Manoj Dhull,23.0,ALL SEASONS,116.0,24.0,142.0,"Defender, Right Corner",27.0,0.89,Bengal Warriors
212,112.0,Raju Lal Choudhary,23.0,ALL SEASONS,120.0,23.0,118.0,"Defender, Right Corner",23.0,1.0,Bengaluru Bulls
213,116.0,Akshay Jadhav,22.0,ALL SEASONS,112.0,25.0,146.0,Raider,29.0,0.86,Puneri Paltan
214,116.0,Vineet Sharma,22.0,ALL SEASONS,116.0,24.0,182.0,Raider,41.0,0.59,Tamil Thalaivas
215,118.0,Hadi Tajik,21.0,ALL SEASONS,125.0,22.0,158.0,"Defender, Right Corner",28.0,0.79,Puneri Paltan
216,118.0,Ajay Thakur,21.0,ALL SEASONS,130.0,21.0,260.0,Raider,115.0,0.18,Tamil Thalaivas
217,118.0,Mahesh Goud,21.0,ALL SEASONS,116.0,24.0,217.0,Raider,65.0,0.37,Bengal Warriors
218,118.0,Swapnil Dilip Shinde,21.0,ALL SEASONS,130.0,21.0,118.0,"Defender, Right Cover",21.0,1.0,Dabang Delhi Kc
219,122.0,Navneet Gautam,20.0,ALL SEASONS,130.0,21.0,173.0,"Defender, Left Corner",31.0,0.68,Jaipur Pink Panthers
220,122.0,Jang Kun Lee,20.0,ALL SEASONS,120.0,23.0,249.0,Raider,103.0,0.22,Patna Pirates
221,122.0,Nitin Tomar,20.0,ALL SEASONS,120.0,23.0,221.0,Raider,66.0,0.35,Puneri Paltan
222,122.0,Somvir,20.0,ALL SEASONS,130.0,21.0,82.0,"Defender, Left Cover",16.0,1.31,Telugu Titans
223,122.0,Rahul Kumar,20.0,ALL SEASONS,125.0,22.0,166.0,"Defender, Right Cover",30.0,0.73,Bengal Warriors
224,122.0,Amit Kumar,20.0,ALL SEASONS,130.0,21.0,92.0,Raider,17.0,1.24,Jaipur Pink Panthers
225,122.0,Amit Kumar,20.0,ALL SEASONS,130.0,21.0,97.0,Raider,11.0,1.18,Telugu Titans
226,122.0,Amit Kumar,20.0,ALL SEASONS,130.0,21.0,115.0,Raider,19.0,1.05,Puneri Paltan
227,122.0,Amit Kumar,20.0,ALL SEASONS,135.0,20.0,92.0,Raider,17.0,1.24,Jaipur Pink Panthers
228,122.0,Amit Kumar,20.0,ALL SEASONS,135.0,20.0,97.0,Raider,11.0,1.18,Telugu Titans
229,122.0,Amit Kumar,20.0,ALL SEASONS,135.0,20.0,115.0,Raider,19.0,1.05,Puneri Paltan
230,122.0,Amit Kumar,20.0,ALL SEASONS,162.0,13.0,92.0,Raider,17.0,1.24,Jaipur Pink Panthers
231,122.0,Amit Kumar,20.0,ALL SEASONS,162.0,13.0,97.0,Raider,11.0,1.18,Telugu Titans
232,122.0,Amit Kumar,20.0,ALL SEASONS,162.0,13.0,115.0,Raider,19.0,1.05,Puneri Paltan
233,122.0,Amit Kumar,20.0,ALL SEASONS,257.0,2.0,92.0,Raider,17.0,1.24,Jaipur Pink Panthers
234,122.0,Amit Kumar,20.0,ALL SEASONS,257.0,2.0,97.0,Raider,11.0,1.18,Telugu Titans
235,122.0,Amit Kumar,20.0,ALL SEASONS,257.0,2.0,115.0,Raider,19.0,1.05,Puneri Paltan
236,122.0,Amit Kumar,20.0,ALL SEASONS,289.0,1.0,92.0,Raider,17.0,1.24,Jaipur Pink Panthers
237,122.0,Amit Kumar,20.0,ALL SEASONS,289.0,1.0,97.0,Raider,11.0,1.18,Telugu Titans
238,122.0,Amit Kumar,20.0,ALL SEASONS,289.0,1.0,115.0,Raider,19.0,1.05,Puneri Paltan
239,128.0,Amit Kumar,19.0,ALL SEASONS,130.0,21.0,92.0,Raider,17.0,1.24,Jaipur Pink Panthers
240,128.0,Amit Kumar,19.0,ALL SEASONS,130.0,21.0,97.0,Raider,11.0,1.18,Telugu Titans
241,128.0,Amit Kumar,19.0,ALL SEASONS,130.0,21.0,115.0,Raider,19.0,1.05,Puneri Paltan
242,128.0,Amit Kumar,19.0,ALL SEASONS,135.0,20.0,92.0,Raider,17.0,1.24,Jaipur Pink Panthers
243,128.0,Amit Kumar,19.0,ALL SEASONS,135.0,20.0,97.0,Raider,11.0,1.18,Telugu Titans
244,128.0,Amit Kumar,19.0,ALL SEASONS,135.0,20.0,115.0,Raider,19.0,1.05,Puneri Paltan
245,128.0,Amit Kumar,19.0,ALL SEASONS,162.0,13.0,92.0,Raider,17.0,1.24,Jaipur Pink Panthers
246,128.0,Amit Kumar,19.0,ALL SEASONS,162.0,13.0,97.0,Raider,11.0,1.18,Telugu Titans
247,128.0,Amit Kumar,19.0,ALL SEASONS,162.0,13.0,115.0,Raider,19.0,1.05,Puneri Paltan
248,128.0,Amit Kumar,19.0,ALL SEASONS,257.0,2.0,92.0,Raider,17.0,1.24,Jaipur Pink Panthers
249,128.0,Amit Kumar,19.0,ALL SEASONS,257.0,2.0,97.0,Raider,11.0,1.18,Telugu Titans
250,128.0,Amit Kumar,19.0,ALL SEASONS,257.0,2.0,115.0,Raider,19.0,1.05,Puneri Paltan
251,128.0,Amit Kumar,19.0,ALL SEASONS,289.0,1.0,92.0,Raider,17.0,1.24,Jaipur Pink Panthers
252,128.0,Amit Kumar,19.0,ALL SEASONS,289.0,1.0,97.0,Raider,11.0,1.18,Telugu Titans
253,128.0,Amit Kumar,19.0,ALL SEASONS,289.0,1.0,115.0,Raider,19.0,1.05,Puneri Paltan
254,163.0,Amit Kumar,11.0,ALL SEASONS,130.0,21.0,92.0,Raider,17.0,1.24,Jaipur Pink Panthers
255,163.0,Amit Kumar,11.0,ALL SEASONS,130.0,21.0,97.0,Raider,11.0,1.18,Telugu Titans
256,163.0,Amit Kumar,11.0,ALL SEASONS,130.0,21.0,115.0,Raider,19.0,1.05,Puneri Paltan
257,163.0,Amit Kumar,11.0,ALL SEASONS,135.0,20.0,92.0,Raider,17.0,1.24,Jaipur Pink Panthers
258,163.0,Amit Kumar,11.0,ALL SEASONS,135.0,20.0,97.0,Raider,11.0,1.18,Telugu Titans
259,163.0,Amit Kumar,11.0,ALL SEASONS,135.0,20.0,115.0,Raider,19.0,1.05,Puneri Paltan
260,163.0,Amit Kumar,11.0,ALL SEASONS,162.0,13.0,92.0,Raider,17.0,1.24,Jaipur Pink Panthers
261,163.0,Amit Kumar,11.0,ALL SEASONS,162.0,13.0,97.0,Raider,11.0,1.18,Telugu Titans
262,163.0,Amit Kumar,11.0,ALL SEASONS,162.0,13.0,115.0,Raider,19.0,1.05,Puneri Paltan
263,163.0,Amit Kumar,11.0,ALL SEASONS,257.0,2.0,92.0,Raider,17.0,1.24,Jaipur Pink Panthers
264,163.0,Amit Kumar,11.0,ALL SEASONS,257.0,2.0,97.0,Raider,11.0,1.18,Telugu Titans
265,163.0,Amit Kumar,11.0,ALL SEASONS,257.0,2.0,115.0,Raider,19.0,1.05,Puneri Paltan
266,163.0,Amit Kumar,11.0,ALL SEASONS,289.0,1.0,92.0,Raider,17.0,1.24,Jaipur Pink Panthers
267,163.0,Amit Kumar,11.0,ALL SEASONS,289.0,1.0,97.0,Raider,11.0,1.18,Telugu Titans
268,163.0,Amit Kumar,11.0,ALL SEASONS,289.0,1.0,115.0,Raider,19.0,1.05,Puneri Paltan
269,280.0,Amit Kumar,1.0,ALL SEASONS,130.0,21.0,92.0,Raider,17.0,1.24,Jaipur Pink Panthers
270,280.0,Amit Kumar,1.0,ALL SEASONS,130.0,21.0,97.0,Raider,11.0,1.18,Telugu Titans
271,280.0,Amit Kumar,1.0,ALL SEASONS,130.0,21.0,115.0,Raider,19.0,1.05,Puneri Paltan
272,280.0,Amit Kumar,1.0,ALL SEASONS,135.0,20.0,92.0,Raider,17.0,1.24,Jaipur Pink Panthers
273,280.0,Amit Kumar,1.0,ALL SEASONS,135.0,20.0,97.0,Raider,11.0,1.18,Telugu Titans
274,280.0,Amit Kumar,1.0,ALL SEASONS,135.0,20.0,115.0,Raider,19.0,1.05,Puneri Paltan
275,280.0,Amit Kumar,1.0,ALL SEASONS,162.0,13.0,92.0,Raider,17.0,1.24,Jaipur Pink Panthers
276,280.0,Amit Kumar,1.0,ALL SEASONS,162.0,13.0,97.0,Raider,11.0,1.18,Telugu Titans
277,280.0,Amit Kumar,1.0,ALL SEASONS,162.0,13.0,115.0,Raider,19.0,1.05,Puneri Paltan
278,280.0,Amit Kumar,1.0,ALL SEASONS,257.0,2.0,92.0,Raider,17.0,1.24,Jaipur Pink Panthers
279,280.0,Amit Kumar,1.0,ALL SEASONS,257.0,2.0,97.0,Raider,11.0,1.18,Telugu Titans
280,280.0,Amit Kumar,1.0,ALL SEASONS,257.0,2.0,115.0,Raider,19.0,1.05,Puneri Paltan
281,280.0,Amit Kumar,1.0,ALL SEASONS,289.0,1.0,92.0,Raider,17.0,1.24,Jaipur Pink Panthers
282,280.0,Amit Kumar,1.0,ALL SEASONS,289.0,1.0,97.0,Raider,11.0,1.18,Telugu Titans
283,280.0,Amit Kumar,1.0,ALL SEASONS,289.0,1.0,115.0,Raider,19.0,1.05,Puneri Paltan
284,280.0,Amit Kumar,1.0,ALL SEASONS,130.0,21.0,92.0,Raider,17.0,1.24,Jaipur Pink Panthers
285,280.0,Amit Kumar,1.0,ALL SEASONS,130.0,21.0,97.0,Raider,11.0,1.18,Telugu Titans
286,280.0,Amit Kumar,1.0,ALL SEASONS,130.0,21.0,115.0,Raider,19.0,1.05,Puneri Paltan
287,280.0,Amit Kumar,1.0,ALL SEASONS,135.0,20.0,92.0,Raider,17.0,1.24,Jaipur Pink Panthers
288,280.0,Amit Kumar,1.0,ALL SEASONS,135.0,20.0,97.0,Raider,11.0,1.18,Telugu Titans
289,280.0,Amit Kumar,1.0,ALL SEASONS,135.0,20.0,115.0,Raider,19.0,1.05,Puneri Paltan
290,280.0,Amit Kumar,1.0,ALL SEASONS,162.0,13.0,92.0,Raider,17.0,1.24,Jaipur Pink Panthers
291,280.0,Amit Kumar,1.0,ALL SEASONS,162.0,13.0,97.0,Raider,11.0,1.18,Telugu Titans
292,280.0,Amit Kumar,1.0,ALL SEASONS,162.0,13.0,115.0,Raider,19.0,1.05,Puneri Paltan
293,280.0,Amit Kumar,1.0,ALL SEASONS,257.0,2.0,92.0,Raider,17.0,1.24,Jaipur Pink Panthers
294,280.0,Amit Kumar,1.0,ALL SEASONS,257.0,2.0,97.0,Raider,11.0,1.18,Telugu Titans
295,280.0,Amit Kumar,1.0,ALL SEASONS,257.0,2.0,115.0,Raider,19.0,1.05,Puneri Paltan
296,280.0,Amit Kumar,1.0,ALL SEASONS,289.0,1.0,92.0,Raider,17.0,1.24,Jaipur Pink Panthers
297,280.0,Amit Kumar,1.0,ALL SEASONS,289.0,1.0,97.0,Raider,11.0,1.18,Telugu Titans
298,280.0,Amit Kumar,1.0,ALL SEASONS,289.0,1.0,115.0,Raider,19.0,1.05,Puneri Paltan
299,128.0,Ponparthiban Subramanian,19.0,ALL SEASONS,135.0,20.0,115.0,"Defender, Right Cover",19.0,1.05,Tamil Thalaivas
300,128.0,Monu Goyat,19.0,ALL SEASONS,125.0,22.0,230.0,Raider,69.0,0.32,Up Yoddha
301,128.0,Kalimuthu Balamahendran,19.0,ALL SEASONS,112.0,25.0,110.0,"Defender, Left Corner",23.0,1.09,Telugu Titans
302,128.0,Nitin More,19.0,ALL SEASONS,139.0,19.0,146.0,"Defender, Left Cover",22.0,0.86,Bengal Warriors
303,128.0,Vijendar Singh,19.0,ALL SEASONS,135.0,20.0,19.0,NaN,8.0,2.5,Telugu Titans
304,135.0,Wazir Singh,18.0,ALL SEASONS,125.0,22.0,199.0,Raider,47.0,0.47,Haryana Steelers
305,135.0,Gangadhari Mallesh,18.0,ALL SEASONS,125.0,22.0,180.0,Raider,36.0,0.61,Jaipur Pink Panthers
306,135.0,Harendra Kumar,18.0,ALL SEASONS,139.0,19.0,108.0,"Defender, Left Cover",17.0,1.12,U Mumba
307,138.0,Gurvinder Singh,17.0,ALL SEASONS,143.0,18.0,118.0,"Defender, Left Cover",5.0,1.0,Up Yoddha
308,138.0,Gurvinder Singh,17.0,ALL SEASONS,143.0,18.0,210.0,Raider,45.0,0.4,Gujarat Fortunegiants
309,138.0,Gurvinder Singh,17.0,ALL SEASONS,220.0,5.0,118.0,"Defender, Left Cover",5.0,1.0,Up Yoddha
310,138.0,Gurvinder Singh,17.0,ALL SEASONS,220.0,5.0,210.0,Raider,45.0,0.4,Gujarat Fortunegiants
311,215.0,Gurvinder Singh,5.0,ALL SEASONS,143.0,18.0,118.0,"Defender, Left Cover",5.0,1.0,Up Yoddha
312,215.0,Gurvinder Singh,5.0,ALL SEASONS,143.0,18.0,210.0,Raider,45.0,0.4,Gujarat Fortunegiants
313,215.0,Gurvinder Singh,5.0,ALL SEASONS,220.0,5.0,118.0,"Defender, Left Cover",5.0,1.0,Up Yoddha
314,215.0,Gurvinder Singh,5.0,ALL SEASONS,220.0,5.0,210.0,Raider,45.0,0.4,Gujarat Fortunegiants
315,138.0,Shrikant Jadhav,17.0,ALL SEASONS,135.0,20.0,236.0,Raider,72.0,0.28,Up Yoddha
316,138.0,Young Chang Ko,17.0,ALL SEASONS,120.0,23.0,179.0,"Defender, Left Cover",37.0,0.62,U Mumba
317,138.0,Krushna Madane,17.0,ALL SEASONS,144.0,17.0,114.0,Defender,16.0,1.06,Telugu Titans
318,142.0,Sandeep,16.0,ALL SEASONS,139.0,19.0,72.0,"Defender, Left Corner",14.0,1.36,Bengaluru Bulls
319,142.0,Sandeep,16.0,ALL SEASONS,139.0,19.0,151.0,All Rounder,6.0,0.83,Puneri Paltan
320,142.0,Sandeep,16.0,ALL SEASONS,220.0,5.0,72.0,"Defender, Left Corner",14.0,1.36,Bengaluru Bulls
321,142.0,Sandeep,16.0,ALL SEASONS,220.0,5.0,151.0,All Rounder,6.0,0.83,Puneri Paltan
322,226.0,Sandeep,4.0,ALL SEASONS,139.0,19.0,72.0,"Defender, Left Corner",14.0,1.36,Bengaluru Bulls
323,226.0,Sandeep,4.0,ALL SEASONS,139.0,19.0,151.0,All Rounder,6.0,0.83,Puneri Paltan
324,226.0,Sandeep,4.0,ALL SEASONS,220.0,5.0,72.0,"Defender, Left Corner",14.0,1.36,Bengaluru Bulls
325,226.0,Sandeep,4.0,ALL SEASONS,220.0,5.0,151.0,All Rounder,6.0,0.83,Puneri Paltan
326,142.0,Shabeer Bappu,16.0,ALL SEASONS,120.0,23.0,231.0,Raider,74.0,0.31,Tamil Thalaivas
327,142.0,Samarjeet Singh,16.0,ALL SEASONS,139.0,19.0,146.0,All Rounder,22.0,0.86,Jaipur Pink Panthers
328,145.0,Sanket Chavan,15.0,ALL SEASONS,149.0,15.0,103.0,"Defender, Left Corner",13.0,1.15,Tamil Thalaivas
329,146.0,S Mahalingam,14.0,ALL SEASONS,146.0,16.0,62.0,All Rounder,11.0,1.45,Telugu Titans
330,146.0,Deepak Kumar Rathee,14.0,ALL SEASONS,149.0,15.0,164.0,All Rounder,20.0,0.75,Haryana Steelers
331,146.0,Rohit Gulia,14.0,ALL SEASONS,149.0,15.0,240.0,All Rounder,58.0,0.26,Gujarat Fortunegiants
332,146.0,Sagar Khatale,14.0,ALL SEASONS,157.0,14.0,99.0,"Defender, Right Corner",12.0,1.17,Puneri Paltan
333,146.0,Ram Kumar Sah,14.0,ALL SEASONS,149.0,15.0,72.0,"Defender, Left Cover",11.0,1.36,Dabang Delhi Kc
334,146.0,Jitesh Joshi,14.0,ALL SEASONS,146.0,16.0,150.0,All Rounder,19.0,0.84,Puneri Paltan
335,146.0,Dadaso Balaso Awad,14.0,ALL SEASONS,144.0,17.0,65.0,All Rounder,12.0,1.42,Dabang Delhi Kc
336,146.0,Naveen,14.0,ALL SEASONS,146.0,16.0,200.0,Raider,35.0,0.46,Haryana Steelers
337,146.0,Sumit Malik,14.0,ALL SEASONS,149.0,15.0,113.0,"Defender, Left Corner",14.0,1.07,Gujarat Fortunegiants
338,155.0,Ajeet,13.0,ALL SEASONS,157.0,14.0,118.0,"Defender, Right Cover",14.0,1.0,Tamil Thalaivas
339,155.0,Sukesh Hegde,13.0,ALL SEASONS,149.0,15.0,269.0,Raider,97.0,0.15,Bengal Warriors
340,155.0,Mahendra Ganesh Rajput,13.0,ALL SEASONS,149.0,15.0,247.0,Raider,62.0,0.24,Gujarat Fortunegiants
341,158.0,Deepak Narwal,12.0,ALL SEASONS,162.0,13.0,266.0,Raider,81.0,0.16,Jaipur Pink Panthers
342,158.0,Surjeet Narwal,12.0,ALL SEASONS,157.0,14.0,202.0,Raider,31.0,0.45,Bengal Warriors
343,158.0,Nilesh Salunke,12.0,ALL SEASONS,157.0,14.0,260.0,Raider,79.0,0.18,Jaipur Pink Panthers
344,158.0,Sagar,12.0,ALL SEASONS,162.0,13.0,97.0,"Defender, Right Corner",11.0,1.18,Tamil Thalaivas
345,158.0,Adarsh T,12.0,ALL SEASONS,149.0,15.0,158.0,"Defender, Left Corner",19.0,0.79,Bengal Warriors
346,163.0,M. Abishek,11.0,ALL SEASONS,172.0,11.0,56.0,"Defender, Right Cover",7.0,1.57,Tamil Thalaivas
347,163.0,Ankit,11.0,ALL SEASONS,162.0,13.0,112.0,"Defender, Right Corner",12.0,1.08,Gujarat Fortunegiants
348,163.0,Ankit,11.0,ALL SEASONS,162.0,13.0,171.0,Defender,13.0,0.69,Bengaluru Bulls
349,163.0,Ankit,11.0,ALL SEASONS,184.0,9.0,112.0,"Defender, Right Corner",12.0,1.08,Gujarat Fortunegiants
350,163.0,Ankit,11.0,ALL SEASONS,184.0,9.0,171.0,Defender,13.0,0.69,Bengaluru Bulls
351,184.0,Ankit,8.0,ALL SEASONS,162.0,13.0,112.0,"Defender, Right Corner",12.0,1.08,Gujarat Fortunegiants
352,184.0,Ankit,8.0,ALL SEASONS,162.0,13.0,171.0,Defender,13.0,0.69,Bengaluru Bulls
353,184.0,Ankit,8.0,ALL SEASONS,184.0,9.0,112.0,"Defender, Right Corner",12.0,1.08,Gujarat Fortunegiants
354,184.0,Ankit,8.0,ALL SEASONS,184.0,9.0,171.0,Defender,13.0,0.69,Bengaluru Bulls
355,163.0,Rupesh Tomar,11.0,ALL SEASONS,157.0,14.0,138.0,All Rounder,15.0,0.93,Dabang Delhi Kc
356,163.0,Bhupender Singh,11.0,ALL SEASONS,166.0,12.0,240.0,All Rounder,47.0,0.26,Bengal Warriors
357,163.0,Deepak Dhull,11.0,ALL SEASONS,166.0,12.0,96.0,"Defender, Left Cover",10.0,1.2,Patna Pirates
358,169.0,G.S. Manikandan,10.0,ALL SEASONS,172.0,11.0,186.0,"Defender, Left Cover",20.0,0.55,Dabang Delhi Kc
359,169.0,Yogesh Hooda,10.0,ALL SEASONS,178.0,10.0,198.0,Raider,21.0,0.48,Dabang Delhi Kc
360,169.0,Seong Ryeol Kim,10.0,ALL SEASONS,172.0,11.0,166.0,Defender,15.0,0.73,Gujarat Fortunegiants
361,169.0,Jeeva Gopal,10.0,ALL SEASONS,166.0,12.0,191.0,"Defender, Left Cover",24.0,0.5,Haryana Steelers
362,169.0,N. Renjith,10.0,ALL SEASONS,166.0,12.0,110.0,"Defender, Left Corner",11.0,1.09,U Mumba
363,169.0,Tapas Pal,10.0,ALL SEASONS,178.0,10.0,64.0,All Rounder,7.0,1.43,Dabang Delhi Kc
364,169.0,Yatharth Deshwal,10.0,ALL SEASONS,172.0,11.0,39.0,All Rounder,6.0,1.83,Dabang Delhi Kc
365,169.0,Mohit Sehrawat,10.0,ALL SEASONS,166.0,12.0,140.0,"Defender, Right Cover",13.0,0.92,Bengaluru Bulls
366,169.0,Pavan T. R.,10.0,ALL SEASONS,166.0,12.0,155.0,"Defender, Right Cover",15.0,0.8,Jaipur Pink Panthers
367,178.0,Vikash Kandola,9.0,ALL SEASONS,184.0,9.0,260.0,Raider,51.0,0.18,Haryana Steelers
368,178.0,Ravinder Kumar,9.0,ALL SEASONS,178.0,10.0,151.0,All Rounder,12.0,0.83,Patna Pirates
369,178.0,Rajesh Mondal,9.0,ALL SEASONS,178.0,10.0,280.0,Raider,89.0,0.11,Puneri Paltan
370,178.0,Surender Singh,9.0,ALL SEASONS,184.0,9.0,257.0,Raider,48.0,0.19,Up Yoddha
371,178.0,Vijender Singh,9.0,ALL SEASONS,178.0,10.0,89.0,"Defender, Left Corner",8.0,1.25,Bengaluru Bulls
372,184.0,Santhosh B.S,8.0,ALL SEASONS,184.0,9.0,118.0,"Defender, Left Corner",9.0,1.0,Up Yoddha
373,184.0,CPO Surjeet Singh,8.0,ALL SEASONS,195.0,8.0,263.0,Raider,48.0,0.17,Tamil Thalaivas
374,184.0,Maninder Singh,8.0,ALL SEASONS,184.0,9.0,280.0,Raider,79.0,0.11,Bengal Warriors
375,184.0,Chandran Ranjit,8.0,ALL SEASONS,178.0,10.0,266.0,Raider,61.0,0.16,Dabang Delhi Kc
376,184.0,Saeid Ghaffari,8.0,ALL SEASONS,195.0,8.0,142.0,"Defender, Left Cover",9.0,0.89,Dabang Delhi Kc
377,184.0,Darshan Kadian,8.0,ALL SEASONS,172.0,11.0,236.0,Raider,39.0,0.28,Puneri Paltan
378,184.0,Vijay Kumar,8.0,ALL SEASONS,172.0,11.0,189.0,"Defender, Right Corner",21.0,0.52,Bengaluru Bulls
379,193.0,Sanket Sawant,7.0,ALL SEASONS,205.0,7.0,67.0,"Defender, Left Cover",5.0,1.4,Puneri Paltan
380,193.0,Abhishek Singh,7.0,ALL SEASONS,205.0,7.0,249.0,Raider,32.0,0.22,U Mumba
381,193.0,Surender Gill,7.0,ALL SEASONS,195.0,8.0,188.0,Raider,15.0,0.53,Up Yoddha
382,193.0,Deepak Yadav,7.0,ALL SEASONS,195.0,8.0,105.0,"Defender, Right Cover",7.0,1.14,Puneri Paltan
383,193.0,Abolfazl Maghsodloumahali,7.0,ALL SEASONS,195.0,8.0,263.0,Raider,47.0,0.17,Gujarat Fortunegiants
384,193.0,Umesh Mhatre,7.0,ALL SEASONS,184.0,9.0,171.0,Raider,13.0,0.69,Puneri Paltan
385,193.0,Ravindra Ramesh Kumawat,7.0,ALL SEASONS,205.0,7.0,217.0,Raider,19.0,0.37,Bengal Warriors
386,193.0,Sumit Singh,7.0,ALL SEASONS,184.0,9.0,236.0,Raider,32.0,0.28,Bengaluru Bulls
387,193.0,Tae Deok Eom,7.0,ALL SEASONS,195.0,8.0,248.0,All Rounder,35.0,0.23,Patna Pirates
388,193.0,Harvinder Singh,7.0,ALL SEASONS,195.0,8.0,32.0,"Defender, Right Cover",4.0,2.0,Puneri Paltan
389,193.0,Deepak Kumar,7.0,ALL SEASONS,184.0,9.0,83.0,"Defender, Left Corner",7.0,1.29,Bengal Warriors
390,193.0,Deepak Kumar Dahiya,7.0,ALL SEASONS,195.0,8.0,269.0,Raider,53.0,0.15,Puneri Paltan
391,205.0,Prashanth Kumar Rai,6.0,ALL SEASONS,184.0,9.0,283.0,Raider,94.0,0.1,Haryana Steelers
392,205.0,K. Prapanjan,6.0,ALL SEASONS,212.0,6.0,289.0,Raider,81.0,0.07,Bengal Warriors
393,205.0,Pardeep Narwal,6.0,ALL SEASONS,205.0,7.0,289.0,Raider,104.0,0.07,Patna Pirates
394,205.0,Ravi Dalal,6.0,ALL SEASONS,212.0,6.0,266.0,Raider,38.0,0.16,Dabang Delhi Kc
395,205.0,Amit Nagar,6.0,ALL SEASONS,212.0,6.0,191.0,Raider,12.0,0.5,Bengal Warriors
396,205.0,Selvamani K,6.0,ALL SEASONS,212.0,6.0,280.0,Raider,56.0,0.11,Haryana Steelers
397,205.0,Rakesh Gowda,6.0,ALL SEASONS,184.0,9.0,118.0,Raider,9.0,1.0,Telugu Titans
398,205.0,Siddharth Sirish Desai,6.0,ALL SEASONS,212.0,6.0,269.0,Raider,39.0,0.15,Telugu Titans
399,205.0,Ajay,6.0,ALL SEASONS,212.0,6.0,213.0,Defender,16.0,0.38,Bengaluru Bulls
400,205.0,Naveen Kumar,6.0,ALL SEASONS,205.0,7.0,263.0,Raider,42.0,0.17,Dabang Delhi Kc
401,215.0,Lalit Chaudhary,5.0,ALL SEASONS,205.0,7.0,118.0,Raider,7.0,1.0,Gujarat Fortunegiants
402,215.0,Chand Singh,5.0,ALL SEASONS,212.0,6.0,174.0,"Defender, Left Corner",9.0,0.67,Haryana Steelers
403,215.0,Jagdeesha K.K.,5.0,ALL SEASONS,220.0,5.0,168.0,"Defender, Right Corner",7.0,0.71,Jaipur Pink Panthers
404,215.0,Manpreet Singh,5.0,ALL SEASONS,220.0,5.0,213.0,Raider,13.0,0.38,Patna Pirates
405,215.0,Mohammad Esmaeil Maghsoudlou Mahalli,5.0,ALL SEASONS,205.0,7.0,209.0,Raider,17.0,0.41,Patna Pirates
406,215.0,Nitin Madane,5.0,ALL SEASONS,195.0,8.0,249.0,Raider,37.0,0.22,U Mumba
407,215.0,Varinder Singh,5.0,ALL SEASONS,220.0,5.0,177.0,"Defender, Left Cover",8.0,0.63,Patna Pirates
408,215.0,T. Prasad,5.0,ALL SEASONS,220.0,5.0,184.0,All Rounder,9.0,0.56,Telugu Titans
409,215.0,Parveen M. Jangra,5.0,ALL SEASONS,220.0,5.0,151.0,"Defender, Left Cover",6.0,0.83,Bengal Warriors
410,226.0,Suresu Kumar,4.0,ALL SEASONS,233.0,4.0,257.0,Raider,21.0,0.19,Dabang Delhi Kc
411,226.0,Vikas Tomar,4.0,ALL SEASONS,220.0,5.0,184.0,"Defender, Right Corner",9.0,0.56,Puneri Paltan
412,226.0,Rajeev Kumar,4.0,ALL SEASONS,233.0,4.0,77.0,"Defender, Left Corner",3.0,1.33,Dabang Delhi Kc
413,226.0,Amit Om Prakash Rathi,4.0,ALL SEASONS,212.0,6.0,213.0,Raider,16.0,0.38,Gujarat Fortunegiants
414,226.0,Isac Antony,4.0,ALL SEASONS,233.0,4.0,205.0,Raider,9.0,0.44,Telugu Titans
415,226.0,Tushar Patil,4.0,ALL SEASONS,233.0,4.0,284.0,Raider,53.0,0.08,Patna Pirates
416,226.0,Ashish Chhokar,4.0,ALL SEASONS,233.0,4.0,222.0,Raider,12.0,0.33,Bengal Warriors
417,226.0,Vikas Kumar,4.0,ALL SEASONS,220.0,5.0,219.0,Raider,14.0,0.36,Telugu Titans
418,226.0,Parvesh,4.0,ALL SEASONS,220.0,5.0,151.0,Raider,6.0,0.83,Puneri Paltan
419,226.0,C Manoj Kumar,4.0,ALL SEASONS,233.0,4.0,222.0,"Defender, Left Cover",12.0,0.33,Telugu Titans
420,226.0,Sudhanshu Tyagi,4.0,ALL SEASONS,233.0,4.0,231.0,"Defender, Right Cover",13.0,0.31,Haryana Steelers
421,226.0,Anuj Kumar,4.0,ALL SEASONS,220.0,5.0,168.0,"Defender, Right Cover",7.0,0.71,Telugu Titans
422,226.0,Vinay,4.0,ALL SEASONS,233.0,4.0,254.0,Raider,19.0,0.21,Haryana Steelers
423,240.0,Ajinkya Ashok Pawar,3.0,ALL SEASONS,233.0,4.0,275.0,Raider,31.0,0.13,Jaipur Pink Panthers
424,240.0,Banty,3.0,ALL SEASONS,248.0,3.0,239.0,Raider,11.0,0.27,Bengaluru Bulls
425,240.0,Sonu Jaglan,3.0,ALL SEASONS,233.0,4.0,,,,,
426,240.0,Kamal Singh,3.0,ALL SEASONS,233.0,4.0,219.0,Raider,11.0,0.36,Telugu Titans
427,240.0,Pankaj Mohite,3.0,ALL SEASONS,248.0,3.0,257.0,Raider,16.0,0.19,Puneri Paltan
428,240.0,Elavarasan A,3.0,ALL SEASONS,233.0,4.0,77.0,"Defender, Left Cover",3.0,1.33,Jaipur Pink Panthers
